TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRSR5;17,50;7,27;9,33;0,68;0,05;32,32;4,47;4,36;9,09;6,55;;;0,41;12,49;-0,05;1,33;7,26;0,51;;0,07;0,93;0,12;15,28;-9,58;9.167,27;25,83;1,88;-0,40;5.157.653.341,07
BRSR6;12,16;8,18;6,50;0,47;0,03;32,32;4,47;4,36;6,33;6,55;;;0,28;8,70;-0,03;1,33;7,26;0,51;;0,07;0,93;0,12;15,28;-9,58;17.449.584,05;25,83;1,88;-0,28;5.157.653.341,07
BRST3;2,87;1,43;10,84;0,81;0,31;42,40;14,96;8,46;6,13;11,16;5,03;0,66;0,92;3,10;-0,43;1,54;7,44;2,86;5,76;0,38;0,62;0,34;41,71;35,66;615.115,79;3,56;0,26;-0,91;1.257.081.631,19
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;7,97;2,41;18,85;1,72;0,08;34,29;1,94;2,30;22,33;22,76;;;0,43;4,05;-0,08;;9,12;0,41;;0,04;0,96;0,18;13,50;-3,72;61.391,63;4,62;0,42;0,42;3.939.866.617,80
BSLI4;8,48;2,51;19,92;1,82;0,08;34,29;1,94;2,30;23,59;22,76;;;0,46;4,28;-0,08;;9,12;0,41;;0,04;0,96;0,18;13,50;-3,72;53.578,68;4,62;0,42;0,44;3.939.866.617,80
BTTL4;11.091,73;;28.720,93;3.016,37;2.387,52;13,93;-53,45;81,38;-43.732,93;-13,54;3,81;-0,26;23.373,43;10.275,51;-3.186,03;13,71;10,50;8,31;-20,29;0,79;0,21;0,10;-44,69;-9,91;;3,68;0,39;-228,05;65.386.499,20
CALI3;25,00;;10,41;1,03;0,29;24,50;27,21;17,48;6,69;8,97;2,28;0,35;1,82;0,67;-0,70;4,15;9,93;2,83;6,61;0,29;0,58;0,16;79,12;;0,00;24,18;2,40;-0,01;174.720.000,00
CALI4;50,00;;20,83;2,07;0,59;24,50;27,21;17,48;13,38;8,97;2,28;0,35;3,64;1,35;-1,39;4,15;9,93;2,83;6,61;0,29;0,58;0,16;79,12;;;24,18;2,40;-0,01;174.720.000,00
CAMB3;9,90;9,75;5,61;1,42;1,11;48,85;20,11;17,59;4,90;4,37;-0,53;-0,15;0,99;3,30;-2,19;3,09;25,25;19,72;23,40;0,78;0,22;1,12;14,78;29,95;399.818,32;7,01;1,77;1,54;419.791.544,40
CAMB4;6,25;0,43;3,53;0,89;0,70;48,85;20,11;17,59;3,09;4,37;-0,53;-0,15;0,62;2,08;-1,38;3,09;25,25;19,72;23,40;0,78;0,22;1,12;14,78;29,95;;7,01;1,77;0,97;419.791.544,40
CAML3;5,02;5,14;6,15;0,51;0,16;15,02;4,99;2,31;2,85;7,68;4,83;0,86;0,14;0,72;-0,36;1,64;8,27;2,57;6,54;0,31;0,69;1,11;17,84;3,60;8.826.904,00;9,88;0,82;-0,14;1.757.000.000,00
CASH3;8,38;;-40,99;2,08;1,50;-4,41;-4,41;-4,66;-43,36;-29,71;13,66;-0,65;1,91;3,38;-4,12;3,35;-5,07;-3,67;-14,45;0,72;0,26;0,79;34,97;;63.615.170,74;4,04;-0,20;0,17;732.260.138,40
CASN3;8,77;0,49;54,72;4,61;1,99;47,96;26,11;9,91;20,77;21,53;3,97;0,88;5,42;-171,07;-2,32;0,92;8,43;3,64;9,17;0,43;0,57;0,37;8,52;;0,00;1,90;0,16;0,27;8.529.097.212,50
CASN4;6,07;0,78;37,87;3,19;1,38;47,96;26,11;9,91;14,38;21,53;3,97;0,88;3,75;-118,40;-1,60;0,92;8,43;3,64;9,17;0,43;0,57;0,37;8,52;;0,00;1,90;0,16;0,19;8.529.097.212,50
CATA3;103,61;25,55;0,64;0,08;0,04;29,30;10,48;7,30;0,45;2,62;2,17;0,36;0,05;0,13;-0,10;1,87;11,69;5,70;5,73;0,49;0,51;0,78;12,29;26,21;;1.374,59;160,66;0,02;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;29,30;10,48;7,30;0,00;2,62;2,17;0,36;0,00;0,00;0,00;1,87;11,69;5,70;5,73;0,49;0,51;0,78;12,29;26,21;;1.374,59;160,66;0,00;14.940.354,78
CBAV3;4,74;;17,01;0,72;0,23;13,69;11,48;2,05;3,03;6,18;3,15;0,74;0,35;1,69;-0,34;1,77;4,22;1,35;9,82;0,32;0,66;0,66;9,20;;25.605.256,47;6,57;0,28;-0,14;3.073.063.129,84
CBEE3;8,82;;-45,62;0,59;0,18;18,26;9,85;-0,88;4,07;11,53;7,45;1,07;0,40;-1,10;-0,22;0,52;-1,28;-0,40;6,51;0,31;0,69;0,46;7,38;;126,00;15,05;-0,19;-0,43;3.351.948.813,36
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64
CEAB3;17,58;3,86;14,07;1,66;0,58;54,88;10,61;4,95;6,56;6,47;-0,09;-0,02;0,70;5,40;-1,10;1,30;11,82;4,16;16,05;0,35;0,65;0,84;7,64;230,92;50.374.144,42;10,58;1,25;0,15;5.425.113.196,80
CEBR3;18,52;10,49;7,52;1,22;0,89;53,68;59,70;46,17;5,81;3,16;-2,92;-0,61;3,47;1,74;-2,07;9,39;16,18;11,79;12,88;0,73;0,10;0,26;-33,77;8,66;157.314,42;15,47;2,50;2,30;1.419.865.835,40
CEBR5;19,23;10,26;7,69;1,24;0,91;53,68;59,70;46,17;5,94;3,16;-2,92;-0,61;3,55;1,77;-2,12;9,39;16,18;11,79;12,88;0,73;0,10;0,26;-33,77;8,66;63.595,00;15,47;2,50;2,35;1.419.865.835,40
CEBR6;20,58;10,55;8,23;1,33;0,97;53,68;59,70;46,17;6,36;3,16;-2,92;-0,61;3,80;1,90;-2,26;9,39;16,18;11,79;12,88;0,73;0,10;0,26;-33,77;8,66;239.561,42;15,47;2,50;2,51;1.419.865.835,40
CEDO3;29,40;;2,95;0,94;0,30;28,99;15,04;9,64;1,89;4,08;2,47;1,23;0,28;4,43;-0,53;1,19;31,82;10,28;18,15;0,32;0,68;1,07;8,89;;3.690,71;31,37;9,98;0,12;250.255.389,76
CEDO4;19,50;;1,92;0,61;0,20;28,99;15,04;9,64;1,23;4,08;2,47;1,23;0,19;2,90;-0,35;1,19;31,82;10,28;18,15;0,32;0,68;1,07;8,89;;43.522,84;31,37;9,98;0,08;250.255.389,76
CEEB3;37,00;2,56;5,55;1,39;0,34;30,11;24,44;11,22;2,55;6,79;3,55;1,94;0,62;-6,11;-0,41;0,76;25,13;6,04;16,37;0,24;0,76;0,54;10,41;22,31;11.449,65;26,54;6,67;1,01;12.304.687.178,04
CEEB5;37,00;2,54;5,55;1,39;0,34;30,11;24,44;11,22;2,55;6,79;3,55;1,94;0,62;-6,11;-0,41;0,76;25,13;6,04;16,37;0,24;0,76;0,54;10,41;22,31;264,29;26,54;6,67;1,01;12.304.687.178,04
CEEB6;60,68;1,72;9,10;2,29;0,55;30,11;24,44;11,22;4,18;6,79;3,55;1,94;1,02;-10,02;-0,67;0,76;25,13;6,04;16,37;0,24;0,76;0,54;10,41;22,31;;26,54;6,67;1,66;12.304.687.178,04
CEED3;8,90;;-1,12;-0,17;0,08;19,32;3,96;-10,89;3,09;24,56;21,46;;0,12;-3,21;-0,12;0,92;-14,86;-7,43;13,84;-0,50;1,50;0,68;7,53;;1.212,71;-53,96;-8,02;-0,03;617.460.342,32
CEED4;20,00;;-2,49;-0,37;0,19;19,32;3,96;-10,89;6,86;24,56;21,46;;0,27;-7,11;-0,26;0,92;-14,86;-7,43;13,84;-0,50;1,50;0,68;7,53;;0,00;-53,96;-8,02;-0,06;617.460.342,32
CEGR3;96,72;;49,26;18,61;5,39;27,02;17,09;9,83;28,32;29,01;0,69;0,45;4,84;-154,95;-7,44;0,89;37,79;10,94;26,06;0,29;0,71;1,11;6,17;24,11;0,00;5,20;1,96;-8,64;25.112.161.439,04
CEPE3;125,26;;445,05;5,85;0,70;19,81;12,04;0,26;9,47;16,88;8,10;5,01;1,14;-32,01;-0,90;0,91;1,31;0,16;9,92;0,12;0,88;0,61;8,57;-28,44;;21,40;0,28;-6,73;8.662.392.210,18
CEPE5;40,12;;142,55;1,87;0,22;19,81;12,04;0,26;3,03;16,88;8,10;5,01;0,37;-10,25;-0,29;0,91;1,31;0,16;9,92;0,12;0,88;0,61;8,57;-28,44;;21,40;0,28;-2,16;8.662.392.210,18
CEPE6;43,00;;152,78;2,01;0,24;19,81;12,04;0,26;3,25;16,88;8,10;5,01;0,39;-10,99;-0,31;0,91;1,31;0,16;9,92;0,12;0,88;0,61;8,57;-28,44;;21,40;0,28;-2,31;8.662.392.210,18
CESP3;25,55;;7,50;1,05;0,57;31,72;132,40;72,05;4,08;5,04;0,98;0,25;5,41;4,82;-0,69;3,32;13,95;7,61;12,01;0,55;0,45;0,11;-1,33;-0,84;;24,40;3,40;-0,03;8.302.192.833,55
CESP5;25,00;;7,34;1,02;0,56;31,72;132,40;72,05;4,00;5,04;0,98;0,25;5,29;4,71;-0,67;3,32;13,95;7,61;12,01;0,55;0,45;0,11;-1,33;-0,84;;24,40;3,40;-0,03;8.302.192.833,55
CESP6;25,25;;7,42;1,03;0,56;31,72;132,40;72,05;4,04;5,04;0,98;0,25;5,34;4,76;-0,68;3,32;13,95;7,61;12,01;0,55;0,45;0,11;-1,33;-0,84;;24,40;3,40;-0,03;8.302.192.833,55
CGAS3;125,54;8,52;5,90;11,84;1,17;20,20;20,03;18,54;5,46;7,65;2,19;4,75;1,09;34,18;-1,75;1,11;200,70;19,81;30,61;0,10;0,90;1,07;17,25;16,06;1.673,87;10,61;21,29;0,01;16.636.634.491,98
CGAS5;128,00;8,57;5,99;12,02;1,19;20,20;20,03;18,54;5,54;7,65;2,19;4,75;1,11;34,71;-1,78;1,11;200,70;19,81;30,61;0,10;0,90;1,07;17,25;16,06;138.655,79;10,61;21,29;0,01;16.636.634.491,98
CGRA3;28,10;9,84;5,43;0,59;0,42;52,20;10,20;14,07;7,49;4,73;-2,74;-0,22;0,76;1,56;-0,77;2,52;10,93;7,79;6,33;0,71;0,29;0,55;8,68;-4,37;55.872,32;46,02;5,03;0,38;561.028.423,68
CGRA4;27,49;9,87;5,41;0,59;0,42;52,20;10,20;14,07;7,47;4,73;-2,74;-0,22;0,76;1,55;-0,77;2,52;10,93;7,79;6,33;0,71;0,29;0,55;8,68;-4,37;285.664,47;46,02;5,03;0,38;561.028.423,68
CIEL3;5,83;;11,90;1,64;0,15;41,48;19,61;12,89;7,82;10,78;2,96;0,62;1,53;2,43;-1,48;1,07;13,80;1,22;6,18;0,09;0,89;0,09;-1,94;-2,97;0,00;3,55;0,49;-0,31;15.839.031.805,63
CLSA3;10,49;;-24,41;3,06;2,30;33,36;-32,02;-16,96;-12,93;-10,71;2,22;-0,52;4,14;7,90;-4,94;2,19;-12,52;-9,40;-29,10;0,75;0,25;0,55;17,88;;18.055.659,38;3,43;-0,43;-0,08;1.971.344.369,40
CLSC3;81,96;7,38;4,29;0,82;0,24;17,23;11,83;6,67;2,42;5,18;2,65;0,90;0,29;3,38;-0,34;1,28;19,06;5,48;13,06;0,29;0,71;0,82;5,86;21,03;3.467,56;100,17;19,09;0,15;3.304.433.657,70
CLSC4;88,30;7,55;4,62;0,88;0,25;17,23;11,83;6,67;2,61;5,18;2,65;0,90;0,31;3,64;-0,37;1,28;19,06;5,48;13,06;0,29;0,71;0,82;5,86;21,03;335.518,47;100,17;19,09;0,16;3.304.433.657,70
CMIG3;14,83;13,08;6,06;1,52;0,66;19,63;23,79;17,25;4,39;4,65;1,09;0,38;1,04;48,85;-0,88;1,06;25,09;10,96;17,60;0,44;0,56;0,64;9,42;17,50;2.086.220,26;9,75;2,45;0,23;34.333.644.551,74
CMIG4;10,56;16,76;4,32;1,08;0,47;19,63;23,79;17,25;3,13;4,65;1,09;0,38;0,75;34,87;-0,63;1,06;25,09;10,96;17,60;0,44;0,56;0,64;9,42;17,50;158.170.719,11;9,75;2,45;0,16;34.333.644.551,74
CMIN3;5,62;14,77;8,53;3,01;0,87;50,45;31,11;21,38;5,86;5,01;-0,85;-0,44;1,82;3,34;-1,65;2,24;35,30;10,23;20,45;0,29;0,71;0,48;7,57;-0,28;45.366.870,68;1,87;0,66;187,54;30.827.604.252,70
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86
COCE3;26,65;;7,13;0,41;0,15;18,88;14,50;3,50;1,72;6,04;4,34;1,04;0,25;-0,91;-0,19;0,55;5,77;2,12;10,20;0,37;0,63;0,61;11,07;-4,40;4.489,06;64,79;3,74;-0,16;2.049.524.460,65
COCE5;25,62;;6,90;0,40;0,15;18,88;14,50;3,50;1,67;6,04;4,34;1,04;0,24;-0,88;-0,18;0,55;5,77;2,12;10,20;0,37;0,63;0,61;11,07;-4,40;266.629,32;64,79;3,74;-0,15;2.049.524.460,65
COCE6;12,83;;3,43;0,20;0,07;18,88;14,50;3,50;0,83;6,04;4,34;1,04;0,12;-0,44;-0,09;0,55;5,77;2,12;10,20;0,37;0,63;0,61;11,07;-4,40;0,00;64,79;3,74;-0,07;2.049.524.460,65
COGN3;3,08;2,17;5,88;0,46;0,24;67,94;21,89;15,13;4,06;7,89;3,83;0,44;0,89;4,43;-0,30;1,38;7,90;4,06;5,43;0,51;0,44;0,27;-1,88;33,12;148.343.298,95;6,63;0,52;-0,02;5.779.947.126,80
CORR3;2,71;;0,01;0,01;0,00;100,00;2.560,96;2.141,14;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CORR4;82,00;;0,27;0,41;0,12;100,00;2.560,96;2.141,14;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CPFE3;40,00;6,99;8,64;2,07;0,59;31,69;25,03;12,37;4,27;6,52;2,25;1,09;1,07;-185,07;-0,75;0,99;23,97;6,78;16,29;0,28;0,70;0,55;7,33;14,56;65.969.369,84;19,31;4,63;-1,76;46.090.177.600,00
CPLE3;11,55;6,43;11,71;1,31;0,57;22,10;19,07;12,73;7,82;11,07;2,89;0,48;1,49;6,55;-0,78;1,48;11,20;4,89;8,38;0,44;0,56;0,38;6,88;8,15;86.867.650,89;8,81;0,99;0,32;36.096.455.191,32
CPLE5;13,40;6,66;12,42;1,39;0,61;22,10;19,07;12,73;8,29;11,07;2,89;0,48;1,58;6,94;-0,83;1,48;11,20;4,89;8,38;0,44;0,56;0,38;6,88;8,15;5.096,06;8,81;0,99;0,34;36.096.455.191,32
CPLE6;12,50;6,53;12,69;1,42;0,62;22,10;19,07;12,73;8,47;11,07;2,89;0,48;1,61;7,09;-0,85;1,48;11,20;4,89;8,38;0,44;0,56;0,38;6,88;8,15;227.861.634,58;8,81;0,99;0,35;36.096.455.191,32
CPRE3;18,23;;9,29;2,11;1,00;63,99;48,06;32,27;6,24;6,25;0,01;0,00;3,00;-207,33;-1,18;0,97;22,74;10,72;23,24;0,47;0,52;0,33;13,50;64,55;;8,63;1,96;-0,88;10.824.655.047,92
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;8,45;1,12;9,17;0,84;0,18;18,15;3,72;1,65;4,08;8,57;4,49;0,93;0,15;2.539,91;-0,36;1,00;9,21;1,99;8,19;0,22;0,77;1,20;14,00;13,87;356.666.515,95;9,98;0,92;-0,02;17.779.348.073,73
CRIV3;6,98;;35,10;0,66;0,04;20,26;0,43;0,99;81,37;80,16;;;0,35;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,84;707.929.532,00
CRIV4;6,74;;33,89;0,64;0,04;20,26;0,43;0,99;78,57;80,16;;;0,33;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,81;707.929.532,00
CRPG3;21,50;1,30;-5,70;1,46;1,05;0,29;-7,15;-18,17;-14,49;-13,05;0,89;-0,09;1,04;1,99;-2,98;5,52;-25,52;-18,46;-28,99;0,72;0,28;1,02;-1,98;;150,00;14,77;-3,77;0,02;600.516.227,74
CRPG5;20,26;1,43;-5,37;1,37;0,99;0,29;-7,15;-18,17;-13,65;-13,05;0,89;-0,09;0,98;1,87;-2,80;5,52;-25,52;-18,46;-28,99;0,72;0,28;1,02;-1,98;;19.784,63;14,77;-3,77;0,02;600.516.227,74
CRPG6;20,99;1,30;-5,70;1,45;1,05;0,29;-7,15;-18,17;-14,48;-13,05;0,89;-0,09;1,04;1,99;-2,98;5,52;-25,52;-18,46;-28,99;0,72;0,28;1,02;-1,98;;2.406,80;14,77;-3,77;0,02;600.516.227,74
CSAB3;30,50;;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,02;305.164.800,00
CSAB4;48,97;;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,03;305.164.800,00
CSAN3;7,57;5,95;-1,29;1,80;0,11;31,23;5,69;-25,18;5,69;26,66;20,98;6,62;0,32;0,95;-0,14;2,13;-139,63;-8,64;-1,73;0,06;0,73;0,34;26,51;;132.223.105,68;4,23;-5,90;0,00;14.167.273.373,88
CSED3;4,70;8,00;8,92;1,10;0,36;49,42;20,05;7,30;3,25;4,22;0,97;0,33;0,65;6,06;-0,46;1,35;12,34;4,00;18,13;0,32;0,68;0,55;11,74;9,71;2.886.528,11;4,27;0,53;0,17;1.713.349.994,40
CSMG3;23,15;6,99;6,32;1,06;0,55;43,05;25,74;17,26;4,23;6,78;2,54;0,64;1,09;19,95;-0,65;1,22;16,80;8,75;11,83;0,52;0,48;0,51;8,84;13,06;50.267.405,42;21,82;3,67;127,70;8.802.858.547,35
CSNA3;9,08;6,06;-4,60;0,92;0,12;26,82;10,19;-5,84;2,64;9,74;7,11;2,49;0,27;0,87;-0,19;1,64;-20,03;-2,63;6,33;0,13;0,84;0,45;11,42;;99.249.051,84;9,87;-1,98;0,00;12.054.193.978,23
CSRN3;13,60;10,31;4,14;1,50;0,38;30,55;25,24;14,95;2,45;5,27;2,81;1,72;0,62;4,61;-0,50;1,55;36,26;9,28;18,23;0,26;0,74;0,62;8,58;17,83;0,00;9,06;3,28;-0,25;2.273.440.192,00
CSRN5;15,10;10,84;4,60;1,67;0,43;30,55;25,24;14,95;2,72;5,27;2,81;1,72;0,69;5,12;-0,56;1,55;36,26;9,28;18,23;0,26;0,74;0,62;8,58;17,83;0,00;9,06;3,28;-0,28;2.273.440.192,00
CSRN6;15,50;9,95;4,72;1,71;0,44;30,55;25,24;14,95;2,80;5,27;2,81;1,72;0,71;5,26;-0,57;1,55;36,26;9,28;18,23;0,26;0,74;0,62;8,58;17,83;0,00;9,06;3,28;-0,29;2.273.440.192,00
CSUD3;17,89;6,23;8,18;1,51;1,06;42,13;22,26;15,78;5,80;5,68;-0,12;-0,03;1,29;17,07;-1,49;1,27;18,47;12,89;16,91;0,70;0,30;0,82;5,53;27,77;692.072,58;11,83;2,19;-7,04;747.802.000,00
CTCA3;0,00;;0,00;0,00;0,00;69,64;34,88;42,07;0,00;-2,92;-2,92;-0,43;0,00;0,00;0,00;4,95;17,60;14,43;11,50;0,82;0,18;0,34;15,39;48,84;;3,05;0,54;0,00;0,00
CTKA3;39,40;;2,04;13,18;0,35;46,54;13,80;16,86;2,49;6,13;3,78;20,04;0,34;1,13;-1,00;1,87;647,44;16,97;13,64;0,03;0,97;1,01;15,69;;281,43;2,99;19,36;0,01;231.516.588,10
CTKA4;35,70;;1,83;11,87;0,31;46,54;13,80;16,86;2,24;6,13;3,78;20,04;0,31;1,02;-0,90;1,87;647,44;16,97;13,64;0,03;0,97;1,01;15,69;;21.143,11;2,99;19,36;0,01;231.516.588,10
CTNM3;7,13;;-0,46;-0,40;0,08;-7,79;-78,50;-74,73;-0,44;-2,77;-2,54;;0,34;-0,13;-0,10;0,28;-87,41;-17,41;-64,38;-0,20;1,20;0,23;-15,32;;0,00;-17,73;-15,50;0,02;113.580.609,02
CTNM4;0,86;;-0,06;-0,05;0,01;-7,79;-78,50;-74,73;-0,05;-2,77;-2,54;;0,04;-0,02;-0,01;0,28;-87,41;-17,41;-64,38;-0,20;1,20;0,23;-15,32;;0,00;-17,73;-15,50;0,00;113.580.609,02
CTSA3;4,46;;-0,25;0,14;0,05;-38,14;-82,33;-124,60;-0,38;-2,68;-2,29;0,86;0,32;-0,23;-0,06;0,49;-56,53;-19,76;-18,84;0,35;0,65;0,16;-25,55;;516,38;31,16;-17,62;0,00;31.024.629,70
CTSA4;2,24;;-0,13;0,07;0,03;-38,14;-82,33;-124,60;-0,19;-2,68;-2,29;0,86;0,16;-0,11;-0,03;0,49;-56,53;-19,76;-18,84;0,35;0,65;0,16;-25,55;;3.388,53;31,16;-17,62;0,00;31.024.629,70
CTSA8;0,00;;0,00;0,00;0,00;-38,14;-82,33;-124,60;0,00;-2,68;-2,29;0,86;0,00;0,00;0,00;0,49;-56,53;-19,76;-18,84;0,35;0,65;0,16;-25,55;;;31,16;-17,62;0,00;31.024.629,70
CURY3;29,88;4,96;12,08;7,69;1,79;38,82;21,36;16,77;9,48;9,20;-0,28;-0,23;2,03;5,13;-4,79;2,26;63,68;14,82;30,98;0,23;0,72;0,88;30,96;35,15;69.706.248,47;3,89;2,47;0,34;8.721.227.629,44
CVCB3;2,30;;-15,68;2,31;0,32;94,00;7,14;-5,29;11,64;13,22;1,59;0,31;0,83;-3,96;-0,76;0,88;-14,72;-2,05;7,39;0,14;0,86;0,39;-4,20;;39.534.357,47;0,99;-0,15;0,20;1.198.347.701,16
CXSE3;15,29;7,48;11,61;3,28;3,22;;;;10,45;10,18;-0,27;-0,09;;25,32;-3,76;9,32;28,22;27,78;27,15;0,98;0,02;0,00;;20,85;88.023.779,89;4,68;1,32;1,25;45.960.000.000,00
CYRE3;26,30;4,05;5,93;1,08;0,46;32,60;24,36;20,48;4,99;6,46;1,48;0,32;1,21;1,17;-1,07;3,36;18,28;7,82;11,20;0,43;0,52;0,38;15,17;32,67;180.730.767,16;24,35;4,45;0,09;10.137.600.000,00
DASA3;1,86;;-2,05;0,30;0,08;27,64;7,53;-7,38;2,01;9,79;7,78;1,16;0,15;0,47;-0,13;1,92;-14,55;-4,02;4,99;0,28;0,72;0,55;28,55;;1.192.348,32;6,23;-0,91;0,63;2.334.313.109,28
DESK3;9,16;0,40;11,85;0,78;0,30;62,22;31,24;7,82;2,97;5,89;2,92;0,77;0,93;6,42;-0,36;1,37;6,59;2,52;11,10;0,38;0,61;0,32;;;2.057.601,11;11,82;0,78;-0,95;1.070.604.981,60
DEXP3;8,69;6,09;6,04;0,94;0,58;17,59;11,84;7,72;3,94;3,78;-0,15;-0,04;0,47;1,32;-1,69;3,06;15,64;9,63;13,40;0,62;0,38;1,25;17,81;44,36;958.029,95;9,15;1,43;-0,55;943.347.269,37
DEXP4;8,50;6,36;5,91;0,92;0,57;17,59;11,84;7,72;3,85;3,78;-0,15;-0,04;0,46;1,29;-1,65;3,06;15,64;9,63;13,40;0,62;0,38;1,25;17,81;44,36;115.928,05;9,15;1,43;-0,54;943.347.269,37
DIRR3;38,45;8,65;10,23;3,06;0,63;37,03;22,20;18,26;8,42;8,86;0,44;0,16;1,87;1,93;-1,13;3,82;29,96;6,15;16,56;0,21;0,78;0,34;18,09;45,38;79.882.172,68;12,56;3,76;0,19;6.676.280.000,00
DMMO3;1,76;;3,09;0,41;0,02;45,67;4,75;3,87;2,52;2,52;;;0,12;4,72;-0,02;;13,29;0,62;;0,05;0,95;0,16;51,46;;;4,29;0,57;0,01;949.254.731,04
DMVF3;5,35;;10,93;0,30;0,15;30,38;2,82;1,11;4,31;4,37;0,07;0,00;0,12;6,46;-0,22;1,08;2,78;1,36;6,47;0,49;0,51;1,23;353,03;;487.943,32;17,72;0,49;2,76;272.749.318,38
DOHL3;5,90;;-41,56;0,65;0,46;22,38;-0,27;-1,70;-266,29;-280,63;-38,35;0,09;0,71;1,03;-1,04;4,88;-1,55;-1,10;-0,96;0,71;0,29;0,65;5,16;;0,00;9,14;-0,14;-2,75;406.069.998,00
DOHL4;4,05;;-28,18;0,44;0,31;22,38;-0,27;-1,70;-180,54;-280,63;-38,35;0,09;0,48;0,70;-0,71;4,88;-1,55;-1,10;-0,96;0,71;0,29;0,65;5,16;;15.571,74;9,14;-0,14;-1,87;406.069.998,00
DOTZ3;6,11;;-11,33;-0,33;0,44;81,90;2,98;-4,48;17,08;23,78;6,71;;0,51;-0,38;-0,67;0,23;-2,94;-3,86;-1,35;-1,31;2,31;0,86;3,90;;98.754,89;-18,57;-0,55;0,13;82.463.043,82
DTCY3;3,63;;-12,12;-8,34;7,23;16,90;-52,60;-62,81;-14,47;-24,59;-0,60;;7,61;-18,85;-13,31;0,54;-68,81;-59,64;106,69;-0,87;1,87;0,95;-18,43;;1.116,25;-0,44;-0,30;0,02;66.981.130,88
DTCY4;62,60;;-209,00;-143,82;124,65;16,90;-52,60;-62,81;-249,57;-24,59;-0,60;;131,28;-325,00;-229,52;0,54;-68,81;-59,64;106,69;-0,87;1,87;0,95;-18,43;;;-0,44;-0,30;0,35;66.981.130,88
DXCO3;5,45;0,99;17,35;0,65;0,25;28,62;12,03;3,14;4,53;9,63;5,10;0,73;0,55;3,42;-0,34;1,37;3,75;1,43;6,59;0,38;0,60;0,46;10,44;-8,66;15.097.913,47;8,38;0,31;-0,30;4.472.086.040,70
EALT3;15,00;;3,56;1,00;0,52;29,10;20,65;16,13;2,78;3,59;0,81;0,29;0,57;5,67;-0,92;1,27;28,11;14,70;23,85;0,52;0,48;0,91;13,53;41,25;25.394,26;14,98;4,21;0,05;337.500.000,00
