TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;5,81;;-13,02;0,85;0,32;27,98;10,49;-5,65;7,01;11,18;4,17;0,51;0,74;-72,46;-0,43;0,98;-6,53;-2,46;6,81;0,38;0,61;0,43;2,55;;458.454,53;7,06;-0,46;0,18;914.156.892,00
ABCB4;21,72;7,57;7,29;0,83;0,08;17,76;12,53;10,94;6,36;6,36;;;0,80;1,63;-0,08;2,58;11,43;1,05;;0,09;0,91;0,10;20,08;11,85;11.933.500,32;26,07;2,98;-0,31;5.313.946.934,04
ABEV3;14,32;6,46;15,62;2,38;1,53;51,46;24,69;15,74;9,96;9,20;-0,76;-0,18;2,46;53,57;-2,17;1,11;15,27;9,80;17,85;0,64;0,35;0,62;11,20;4,14;442.003.274,79;6,00;0,92;-31,58;225.391.434.210,80
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;4,57;;-0,29;2,57;0,14;10,79;-63,54;-81,51;-0,37;-2,33;-1,96;13,58;0,24;-32,45;-0,22;0,99;-889,48;-46,89;-46,90;0,05;0,95;0,58;12,70;;2.113.357,68;1,79;-15,89;0,00;285.752.901,60
AESB3;8,12;;-16,19;1,17;0,37;26,76;21,13;-10,72;8,21;18,23;10,02;1,42;1,74;-6,64;-0,42;0,67;-7,21;-2,28;4,73;0,32;0,63;0,21;;;5.131.685,25;6,96;-0,50;0,01;6.973.842.690,64
AFLT3;7,53;7,16;21,03;1,92;1,51;58,08;53,92;41,22;16,07;15,36;-0,72;-0,09;8,67;16,63;-2,01;1,59;9,13;7,19;8,69;0,79;0,21;0,17;14,85;-0,02;1.170,50;3,92;0,36;-1,16;475.027.791,00
AGRO3;21,65;7,19;7,18;1,02;0,56;39,38;29,46;22,84;5,57;8,72;3,15;0,58;1,64;4,81;-0,82;1,58;14,27;7,79;10,23;0,55;0,45;0,34;13,78;11,82;4.265.211,37;21,13;3,02;0,23;2.223.096.562,60
AGXY3;5,91;;-0,03;-0,06;0,03;-1,34;-42,80;-64,96;-0,05;-0,59;-0,54;;0,02;-0,03;-0,06;0,35;-171,64;-82,34;1.057,12;-0,48;1,48;1,27;24,29;;281.114,26;-102,87;-176,56;0,00;100.968.947,45
AHEB3;45,00;;2,69;2,40;0,75;28,07;22,41;20,02;2,40;1,98;-0,43;-0,43;0,54;1,90;-1,87;2,89;89,31;27,74;92,71;0,31;0,69;1,39;50,82;;321,43;18,75;16,75;0,06;385.835.400,00
AHEB5;50,00;;2,99;2,67;0,83;28,07;22,41;20,02;2,67;1,98;-0,43;-0,43;0,60;2,11;-2,08;2,89;89,31;27,74;92,71;0,31;0,69;1,39;50,82;;0,00;18,75;16,75;0,06;385.835.400,00
AHEB6;55,00;;3,28;2,93;0,91;28,07;22,41;20,02;2,93;1,98;-0,43;-0,43;0,66;2,32;-2,28;2,89;89,31;27,74;92,71;0,31;0,69;1,39;50,82;;366,67;18,75;16,75;0,07;385.835.400,00
ALLD3;6,90;18,50;5,99;0,41;0,19;12,00;3,42;2,08;3,65;4,41;0,75;0,09;0,12;0,59;-0,66;1,86;6,90;3,22;7,69;0,47;0,53;1,54;8,27;1,88;324.442,00;16,96;1,17;-0,20;661.842.904,09
ALOS3;22,07;3,59;13,94;0,89;0,45;74,10;59,06;31,40;7,41;5,51;-1,90;-0,23;4,38;4,67;-0,53;2,87;6,42;3,24;11,28;0,51;0,47;0,10;29,82;108,22;78.689.684,00;24,74;1,59;0,20;12.015.193.796,17
ALPA3;8,35;1,21;27,95;1,35;0,86;44,69;3,36;4,58;38,09;40,12;-1,44;-0,05;1,28;3,25;-1,68;2,17;4,83;3,06;1,93;0,63;0,36;0,67;2,05;-6,53;53.520,21;5,93;0,29;-0,25;5.962.647.498,85
ALPA4;9,48;1,13;33,01;1,59;1,01;44,69;3,36;4,58;44,99;40,12;-1,44;-0,05;1,51;3,83;-1,98;2,17;4,83;3,06;1,93;0,63;0,36;0,67;2,05;-6,53;24.103.510,68;5,93;0,29;-0,30;5.962.647.498,85
ALPK3;3,34;;-160,79;2,13;0,30;33,20;13,58;-0,28;3,31;8,99;5,67;3,65;0,45;-2,57;-0,36;0,58;-1,33;-0,19;12,18;0,14;0,85;0,67;7,96;;487.297,42;1,59;-0,02;1,75;737.881.685,00
ALUP11;30,60;2,85;8,92;1,18;0,32;71,15;71,29;26,72;3,34;6,31;2,97;1,05;2,38;2,94;-0,41;2,15;13,26;3,62;11,75;0,27;0,61;0,14;-2,71;4,88;31.020.968,68;25,84;3,43;0,16;10.073.397.055,52
ALUP3;10,08;2,88;8,82;1,17;0,32;71,15;71,29;26,72;3,31;6,31;2,97;1,05;2,36;2,91;-0,40;2,15;13,26;3,62;11,75;0,27;0,61;0,14;-2,71;4,88;91.805,53;8,61;1,14;0,15;10.073.397.055,52
ALUP4;9,87;2,91;8,72;1,16;0,32;71,15;71,29;26,72;3,27;6,31;2,97;1,05;2,33;2,87;-0,40;2,15;13,26;3,62;11,75;0,27;0,61;0,14;-2,71;4,88;154.201,68;8,61;1,14;0,15;10.073.397.055,52
AMAR3;1,43;;-4,42;2,54;0,36;50,10;4,91;-11,49;10,33;19,32;9,00;2,21;0,51;-1,95;-0,49;0,60;-57,47;-8,08;6,21;0,14;0,86;0,70;-13,55;;743.171,21;0,56;-0,32;0,06;729.107.581,06
AMBP3;132,41;;-98,38;16,81;1,29;19,32;17,75;-3,26;18,10;23,21;5,11;4,75;3,21;4,46;-2,31;2,88;-17,09;-1,31;8,47;0,08;0,86;0,40;67,64;;9.803.699,37;7,88;-1,35;-14,15;22.118.013.874,29
AMER3;5,20;;0,14;0,23;0,06;31,11;-5,71;53,64;-1,32;-2,56;-1,24;0,22;0,08;0,44;-0,10;1,49;163,84;42,19;-77,71;0,26;0,74;0,79;16,22;;15.215.637,89;22,35;36,62;0,00;1.033.260.572,52
AMOB3;0,26;;;;;;;;;;;;;;;;;;;;;;;;2.705.932,05;;;;0,00
ANIM3;4,41;11,87;15,34;0,75;0,18;61,77;22,82;3,02;2,03;6,56;4,53;1,68;0,46;1,49;-0,23;2,06;4,91;1,17;10,30;0,24;0,71;0,39;26,33;;33.803.832,05;5,87;0,29;-0,09;1.785.100.118,10
APER3;46,75;;-32,82;2,02;1,01;100,00;6,60;-8,16;40,57;43,31;2,74;0,14;2,68;115,28;-1,38;1,03;-6,15;-3,09;2,91;0,50;0,50;0,38;29,52;;22.385,13;23,16;-1,42;0,16;953.269.946,75
APTI3;197,64;;0,15;0,01;0,01;100,11;29,38;66,99;0,33;0,13;-3,23;-0,14;0,10;0,02;-0,01;5,86;9,84;4,97;2,72;0,51;0,49;0,07;-2,98;;;13.858,30;1.363,32;0,00;37.417.457,40
APTI4;2.930,92;;2,15;0,21;0,11;100,11;29,38;66,99;4,90;0,13;-3,23;-0,14;1,44;0,27;-0,20;5,86;9,84;4,97;2,72;0,51;0,49;0,07;-2,98;;0,00;13.858,30;1.363,32;-0,04;37.417.457,40
ARML3;4,70;6,77;12,45;1,28;0,35;38,06;26,49;7,16;3,37;7,00;3,63;1,38;0,89;1,99;-0,51;2,42;10,31;2,85;11,94;0,28;0,71;0,40;95,79;70,03;4.289.614,74;3,65;0,38;-0,40;1.621.592.373,96
ASAI3;10,17;1,05;21,73;2,77;0,31;16,48;5,12;0,88;3,75;7,16;3,41;2,52;0,19;-5,64;-0,48;0,86;12,73;1,45;16,71;0,11;0,89;1,64;;;106.695.324,16;3,69;0,47;-0,97;13.819.945.790,70
ATMP3;1,19;;-0,23;0,22;0,03;10,67;-14,31;-37,86;-0,61;-3,47;-2,86;1,02;0,09;-0,14;-0,03;0,41;-94,30;-12,73;-14,38;0,14;0,86;0,34;-15,50;;20.144,37;5,59;-5,27;0,00;32.319.530,76
AURA33;35,24;4,40;-14,45;9,57;1,18;45,53;38,00;-15,14;5,76;6,91;1,16;1,93;2,19;26,97;-1,66;1,17;-66,27;-8,14;23,69;0,12;0,88;0,54;29,10;;11.448.958,89;3,70;-2,45;0,01;7.688.723.355,00
AURE3;9,52;0,60;1.719,33;0,75;0,19;20,53;18,55;0,06;5,61;16,82;11,21;1,51;1,04;2,90;-0,24;1,45;0,04;0,01;3,58;0,25;0,72;0,18;;;49.985.021,84;12,62;0,01;-16,86;9.999.598.312,48
AVLL3;2,48;;-40,85;-5,50;0,34;38,44;22,28;-1,69;3,09;5,90;2,81;;0,69;-5,41;-0,56;0,86;-13,47;-0,84;25,23;-0,06;1,04;0,50;32,82;;47.166,47;-0,45;-0,06;0,42;478.558.649,45
AZEV3;0,68;;-1,53;0,56;0,31;2,51;-159,37;-171,21;-1,65;-2,49;-0,54;0,19;2,62;-1,97;-0,35;0,44;-36,63;-20,04;-37,00;0,55;0,45;0,12;144,07;;1.425.082,79;1,21;-0,44;0,00;477.319.900,32
AZEV4;0,87;;-1,96;0,72;0,39;2,51;-159,37;-171,21;-2,11;-2,49;-0,54;0,19;3,36;-2,52;-0,45;0,44;-36,63;-20,04;-37,00;0,55;0,45;0,12;144,07;;4.730.647,79;1,21;-0,44;0,00;477.319.900,32
AZTE3;0,76;;;;;;;;;;;;;;;;;;;;;;;;2.365.030,89;;;;0,00
AZUL4;1,09;;0,27;-0,11;0,13;30,81;20,11;58,76;0,80;8,37;8,13;;0,16;-0,30;-0,17;0,35;-41,81;46,55;64,70;-1,11;2,11;0,79;11,28;;210.934.355,95;-9,41;3,93;0,00;998.380.030,98
AZZA3;45,00;2,48;24,04;1,19;0,61;53,73;5,52;3,86;16,82;20,68;3,87;0,27;0,93;3,73;-1,12;1,55;4,95;2,52;1,96;0,51;0,49;0,65;37,92;18,97;102.642.538,89;37,80;1,87;-4,30;9.292.041.585,00
B3SA3;14,82;2,09;16,43;4,14;1,68;89,93;59,29;43,97;12,19;12,25;0,06;0,02;7,23;9,10;-2,58;2,13;25,18;10,22;13,91;0,41;0,59;0,23;12,34;11,76;717.955.192,68;3,57;0,90;0,89;77.786.205.000,00
BAHI3;4,51;;-1,64;1,58;0,24;55,39;-7,97;-20,31;-4,17;-5,50;-1,33;0,51;0,33;-1,12;-0,26;0,32;-96,77;-14,54;-17,71;0,15;0,79;0,72;46,22;;8.249,50;2,85;-2,76;0,00;119.021.524,82
BALM3;16,30;3,93;5,15;0,88;0,57;61,72;20,12;14,96;3,83;2,21;-1,50;-0,34;0,77;1,11;-2,11;3,30;16,99;11,02;16,39;0,65;0,36;0,74;5,42;37,76;446,00;18,63;3,17;0,03;154.791.000,00
BALM4;15,29;8,88;4,83;0,82;0,53;61,72;20,12;14,96;3,59;2,21;-1,50;-0,34;0,72;1,04;-1,98;3,30;16,99;11,02;16,39;0,65;0,36;0,74;5,42;37,76;17.249,22;18,63;3,17;0,02;154.791.000,00
BAUH3;0,00;;0,00;0,00;0,00;25,85;8,37;10,42;0,00;;-1,68;-0,30;0,00;0,00;0,00;1,40;21,97;14,44;15,48;0,66;0,34;1,39;5,05;19,99;;21,79;4,79;0,00;
BAUH4;80,89;1,51;17,11;3,76;2,47;25,85;8,37;10,42;21,30;;-1,68;-0,30;1,78;19,23;-4,47;1,40;21,97;14,44;15,48;0,66;0,34;1,39;5,05;19,99;6.525,07;21,79;4,79;-0,02;
BAZA3;87,89;9,15;3,76;0,76;0,10;14,51;31,41;28,37;3,40;3,40;;;1,07;2,44;-0,10;;20,19;2,55;;0,13;0,87;0,09;25,91;64,26;237.224,95;115,26;23,27;0,41;4.906.223.728,80
BBAS3;25,04;10,48;5,82;0,79;0,06;36,83;6,66;8,86;7,73;7,73;;;0,52;2,16;-0,06;14,03;13,57;1,02;;0,07;0,92;0,11;17,31;8,51;962.878.213,05;31,72;4,30;-0,20;143.500.084.361,60
BBDC3;13,48;9,03;7,53;0,84;0,07;32,69;8,46;8,62;7,67;8,25;;;0,65;0,92;-0,08;11,09;11,15;0,93;;0,08;0,92;0,11;11,40;-1,99;101.838.215,16;16,10;1,80;0,17;154.044.534.879,57
BBDC4;15,54;8,61;8,68;0,97;0,08;32,69;8,46;8,62;8,84;8,25;;;0,75;1,06;-0,09;11,09;11,15;0,93;;0,08;0,92;0,11;11,40;-1,99;645.316.375,21;16,10;1,80;0,20;154.044.534.879,57
BBML3;3.936,42;;-2.560,51;-7.089,59;141,45;5,41;1,44;-4,01;7.141,34;7.161,60;20,26;;102,60;-774,57;-213,54;0,65;-276,88;-5,52;-17,06;-0,02;1,02;1,38;25,94;;;-0,56;-1,54;12,66;160.451.699.191,56
BBSE3;38,23;9,70;8,85;6,56;4,13;;;;7,90;7,90;;;;16,38;-7,13;2,50;74,13;46,67;;0,63;0,37;0,00;;5,36;226.650.694,21;5,83;4,32;1,42;76.480.000.000,00
BDLL3;9,20;;-0,55;-0,06;0,03;19,03;-36,02;-63,99;-0,97;-12,13;-11,22;;0,35;-0,06;-0,05;0,46;-11,51;-5,05;51,98;-0,44;1,44;0,08;-2,75;;4.375,00;-145,99;-16,80;0,00;13.717.263,92
BDLL4;8,19;;-0,49;-0,06;0,02;19,03;-36,02;-63,99;-0,87;-12,13;-11,22;;0,31;-0,05;-0,04;0,46;-11,51;-5,05;51,98;-0,44;1,44;0,08;-2,75;;5.383,27;-145,99;-16,80;0,00;13.717.263,92
BEEF3;5,20;;-2,61;-4,83;0,08;20,09;7,02;-3,16;1,18;7,01;5,83;;0,08;0,42;-0,18;1,48;-184,64;-2,99;9,57;-0,02;1,00;0,95;14,75;;128.415.396,00;-1,07;-1,98;0,00;3.139.655.214,19
BEES3;8,54;5,60;6,38;1,18;0,07;31,98;12,87;9,27;4,59;4,59;;;0,59;0,64;-0,08;;18,53;1,16;;0,06;0,94;0,13;17,11;14,78;106.499,53;7,32;1,36;0,20;2.734.956.299,00
BEES4;8,65;5,61;6,38;1,18;0,07;31,98;12,87;9,27;4,59;4,59;;;0,59;0,64;-0,08;;18,53;1,16;;0,06;0,94;0,13;17,11;14,78;41.595,16;7,32;1,36;0,20;2.734.956.299,00
BFRE11;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BFRE12;0,00;;0,00;0,00;0,00;100,00;195,96;118,16;0,00;;;;0,00;0,00;0,00;;6,82;5,98;;0,88;0,10;0,05;;6,26;;309.815,90;21.126,92;0,00;
BGIP3;32,00;12,06;4,24;0,87;0,06;39,62;17,00;11,80;2,94;2,79;;;0,50;-0,49;-0,12;0,80;20,62;1,45;;0,07;0,93;0,12;13,80;18,70;1.375,00;36,61;7,55;0,03;592.514.187,80
BGIP4;29,75;14,80;3,80;0,78;0,06;39,62;17,00;11,80;2,64;2,79;;;0,45;-0,44;-0,11;0,80;20,62;1,45;;0,07;0,93;0,12;13,80;18,70;55.667,26;36,61;7,55;0,03;592.514.187,80
BHIA3;4,68;;-0,28;0,14;0,01;30,06;-1,82;-5,98;-0,92;-15,30;-14,38;2,15;0,02;-0,11;-0,02;0,76;-49,14;-5,11;-11,40;0,10;0,90;0,85;1,39;;17.660.352,84;34,10;-16,75;0,03;445.007.145,96
BIDI11;10,40;;-238,07;1,08;0,23;50,04;-13,62;-5,22;-91,21;-91,21;;;12,42;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;9,67;-0,04;0,13;8.991.139.764,53
BIDI3;3,40;;-233,49;1,06;0,23;50,04;-13,62;-5,22;-89,46;-91,21;;;12,19;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;10,20;;-18,01;5,15;2,89;11,61;-40,66;-49,90;-22,11;-22,15;-0,04;0,01;8,99;9,35;-5,74;2,64;-28,61;-16,03;-16,01;0,56;0,44;0,32;74,06;;280.762,47;1,98;-0,57;1,40;1.293.783.626,40
BLAU3;14,20;2,34;9,47;1,15;0,74;38,95;22,09;15,16;6,50;6,67;0,17;0,03;1,44;2,23;-1,42;3,23;12,18;7,81;10,97;0,64;0,36;0,52;12,41;6,01;5.513.415,47;12,27;1,49;0,75;2.538.424.236,85
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06
BMEB3;34,39;6,32;7,04;1,76;0,12;48,47;7,21;7,52;7,34;8,21;;;0,53;0,80;-0,15;;25,07;1,76;;0,07;0,93;0,23;21,54;33,90;26.499,63;18,14;4,55;-3,12;3.751.368.920,00
BMEB4;41,80;5,30;9,24;2,32;0,16;48,47;7,21;7,52;9,64;8,21;;;0,69;1,06;-0,19;;25,07;1,76;;0,07;0,93;0,23;21,54;33,90;580.452,11;18,14;4,55;-4,09;3.751.368.920,00
BMGB4;3,80;10,16;7,73;0,51;0,04;48,14;2,02;3,17;12,12;12,12;;;0,25;;-0,04;;6,53;0,57;;0,09;0,91;0,18;20,01;-5,85;1.501.758,74;7,52;0,49;-0,63;2.216.283.161,80
BMIN3;19,50;1,81;11,42;0,67;0,23;53,25;33,14;23,18;7,99;7,80;;;2,65;40,68;-0,23;;5,85;2,00;;0,34;0,66;0,09;19,32;14,83;465,94;29,17;1,71;-0,81;91.889.956,70
BMIN4;16,50;8,54;9,60;0,56;0,19;53,25;33,14;23,18;6,72;7,80;;;2,23;34,21;-0,19;;5,85;2,00;;0,34;0,66;0,09;19,32;14,83;1.543,88;29,17;1,71;-0,68;91.889.956,70
BMKS3;355,00;9,33;11,24;0,80;0,70;29,86;10,27;90,16;98,62;4,61;-94,01;-0,76;10,13;0,95;-2,91;34,72;7,09;6,24;-1,64;0,88;0,12;0,07;2,77;31,13;27.578,58;445,81;31,59;-0,33;161.436.250,00
BMOB3;18,91;7,17;12,40;1,37;0,98;23,47;8,07;8,40;12,91;8,71;-4,21;-0,45;1,04;2,37;-2,92;2,65;11,07;7,91;7,10;0,71;0,28;0,94;57,50;28,72;6.239.230,16;13,59;1,50;0,31;1.597.452.594,72
BNBR3;95,01;6,16;4,50;0,83;0,14;47,75;48,71;27,28;2,52;2,52;;;1,23;2,49;-0,15;;18,56;3,14;;0,17;0,83;0,11;10,88;24,15;21.073,17;116,80;21,68;-0,85;9.621.251.532,52
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;4,65;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;5,59;4.212.250.617,75
BOBR3;1,00;;3,57;275,96;0,28;41,02;13,83;4,73;1,22;2,81;1,23;277,35;0,17;-15,43;-0,61;0,97;7.721,50;7,91;49,19;0,00;1,00;1,67;6,30;0,76;0,00;0,00;0,28;-0,11;337.933.290,06
BOBR4;1,63;;5,83;449,82;0,46;41,02;13,83;4,73;1,99;2,81;1,23;277,35;0,28;-25,15;-1,00;0,97;7.721,50;7,91;49,19;0,00;1,00;1,67;6,30;0,76;63.821,21;0,00;0,28;-0,18;337.933.290,06
BPAC11;40,50;2,12;14,45;2,36;0,24;38,87;37,00;31,00;12,11;12,11;;;4,48;;-0,24;;16,31;1,66;;0,10;0,90;0,05;25,49;23,42;331.960.445,84;17,17;2,80;1,65;155.255.911.561,81
BPAC3;22,41;1,28;24,00;3,91;0,40;38,87;37,00;31,00;20,11;12,11;;;7,44;;-0,40;;16,31;1,66;;0,10;0,90;0,05;25,49;23,42;125.507,63;5,72;0,93;2,74;155.255.911.561,81
BPAC5;8,30;3,45;8,89;1,45;0,15;38,87;37,00;31,00;7,45;12,11;;;2,76;;-0,15;;16,31;1,66;;0,10;0,90;0,05;25,49;23,42;67.780,21;5,72;0,93;1,02;155.255.911.561,81
BPAN4;7,68;3,11;22,62;1,32;0,15;41,02;1,14;3,24;64,23;64,23;;;0,73;-203,96;-0,15;0,08;5,83;0,66;;0,11;0,89;0,21;10,77;-6,88;7.046.324,79;5,88;0,34;-0,87;9.847.983.898,40
BPAR3;117,42;9,39;3,04;0,55;0,06;57,54;20,06;11,15;1,69;1,69;;;0,34;2,52;-0,06;;17,90;2,01;;0,11;0,89;0,18;13,10;3,56;0,00;215,43;38,56;0,05;1.118.032.025,58
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;15,70;11,69;3,44;0,73;0,73;;;;3,55;3,54;-0,17;-0,03;;25,79;-0,76;5,41;21,33;21,19;20,63;0,99;0,01;0,00;;8,66;1.425.394,74;21,50;4,59;-0,23;6.481.130.821,88
BRAP4;16,92;12,03;3,68;0,78;0,78;;;;3,79;3,54;-0,17;-0,03;;27,57;-0,81;5,41;21,33;21,19;20,63;0,99;0,01;0,00;;8,66;74.963.543,32;21,50;4,59;-0,25;6.481.130.821,88
BRAV3;18,95;;56,56;0,79;0,20;27,19;27,69;1,62;3,30;8,32;5,01;1,19;0,91;4,24;-0,24;1,40;1,39;0,36;9,09;0,26;0,74;0,22;206,24;;152.479.229,00;24,02;0,33;-48,93;8.773.017.346,80
BRBI11;15,61;12,79;8,81;2,07;0,11;100,00;5,56;51,05;80,89;25,15;-55,74;-1,43;4,50;2,60;-10,19;1,04;23,53;1,21;-0,11;0,05;0,95;0,02;-5,26;19,61;4.387.082,79;7,58;1,78;0,95;1.649.482.509,84
BRBI3;0,00;;0,00;0,00;0,00;100,00;5,56;51,05;0,00;25,15;-55,74;-1,43;0,00;0,00;0,00;1,04;23,53;1,21;-0,11;0,05;0,95;0,02;-5,26;19,61;;2,53;0,59;0,00;1.649.482.509,84
BRBI4;0,00;;0,00;0,00;0,00;100,00;5,56;51,05;0,00;25,15;-55,74;-1,43;0,00;0,00;0,00;1,04;23,53;1,21;-0,11;0,05;0,95;0,02;-5,26;19,61;;2,53;0,59;0,00;1.649.482.509,84
BRFS3;20,50;3,45;8,97;2,14;0,55;26,24;11,77;6,03;4,60;5,53;0,93;0,43;0,54;3,48;-1,09;1,46;23,89;6,09;16,06;0,26;0,72;1,01;12,91;66,71;258.867.414,53;9,54;2,28;-0,01;34.372.928.415,78
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,81;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,98;1.128.165.604,64
BRIV4;12,54;;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,89;1.128.165.604,64
BRKM3;10,61;;-0,89;-1,96;0,09;7,72;-1,19;-11,75;-8,83;-47,33;-38,46;;0,11;1,01;-0,14;1,32;-219,00;-9,72;-12,69;-0,04;1,04;0,83;8,15;;330.849,16;-5,31;-11,64;-0,02;8.335.881.567,26
BRKM5;10,49;;-0,90;-1,98;0,09;7,72;-1,19;-11,75;-8,94;-47,33;-38,46;;0,11;1,02;-0,14;1,32;-219,00;-9,72;-12,69;-0,04;1,04;0,83;8,15;;33.378.620,74;-5,31;-11,64;-0,02;8.335.881.567,26
BRKM6;6,82;;-0,59;-1,28;0,06;7,72;-1,19;-11,75;-5,79;-47,33;-38,46;;0,07;0,66;-0,09;1,32;-219,00;-9,72;-12,69;-0,04;1,04;0,83;8,15;;387,50;-5,31;-11,64;-0,01;8.335.881.567,26
BRML3;8,26;;10,59;0,57;0,34;88,85;65,38;40,46;6,55;8,65;2,09;0,18;4,28;7,60;-0,37;2,06;5,42;3,21;6,68;0,59;0,40;0,08;4,55;-12,50;;14,39;0,78;-0,14;6.770.891.280,44
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-29,10;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;36,32;15,32;11,02;0,00;-1,57;-1,57;-0,58;0,00;0,00;0,00;2,81;26,51;17,25;24,56;0,65;0,34;1,57;6,83;16,94;;1,79;0,48;0,00;0,00
BRSR3;12,73;7,65;6,95;0,50;0,04;32,32;4,47;4,36;6,77;6,55;;;0,30;9,30;-0,04;1,33;7,26;0,51;;0,07;0,93;0,12;15,28;-9,58;83.451,16;25,83;1,88;-0,29;5.157.653.341,07
